ALLSKY_KT,WS2M,T2M,PS,WS10M,QV2M,RH2M
-0.00067675,0.0568885,-5.51831868,0.228809,0.28382765,-5.97715864,-13.6163813
0.03932325,0.3668885,-5.07831868,0.538809,0.65382765,-5.54715864,-12.3563813
0.00932325,0.3568885,-7.33831868,1.018809,0.36382765,-1.58715864,10.3236187
0.11932325,-1.3531115,-9.99831868,1.028809,-1.95617235,2.26284136,34.7636187
-0.08067675,-0.1931115,-8.32831868,0.048809,-0.03617235,-5.42715864,-0.17638129
-0.10067675,-1.5731115,-6.71831868,-0.531191,-1.67617235,-1.82715864,10.2036187
-0.04067675,-0.4131115,-5.48831868,-0.511191,-0.23617235,-2.07715864,5.07361871
-0.07067675,0.6068885,-6.04831868,-0.271191,0.86382765,-1.58715864,8.45361871
-0.01067675,0.2168885,-6.40831868,-0.271191,0.48382765,-2.43715864,6.45361871
-0.04067675,0.7268885,-6.06831868,-0.221191,1.11382765,-1.21715864,11.8236187
-0.03067675,0.2068885,-6.22831868,-0.131191,0.50382765,-2.92715864,3.45361871
-0.05067675,-0.5231115,-6.88831868,-0.121191,-0.40617235,-3.96715864,0.95361871
-0.05067675,-0.1231115,-6.84831868,-0.181191,0.06382765,-4.69715864,-2.61638129
-0.10067675,-0.3431115,-5.92831868,-0.411191,-0.22617235,-4.02715864,-3.11638129
-0.07067675,0.8668885,-6.02831868,-0.501191,1.20382765,-4.08715864,-3.29638129
-0.07067675,1.5168885,-6.65831868,-0.291191,1.94382765,-2.19715864,5.70361871
-0.01067675,1.4768885,-7.67831868,0.008809,1.83382765,-1.39715864,13.3236187
-0.03067675,0.9368885,-7.04831868,-0.041191,1.31382765,-3.65715864,3.38361871
-0.02067675,0.6668885,-6.77831868,-0.241191,0.98382765,-4.93715864,-3.79638129
-0.05067675,0.4068885,-5.95831868,-0.341191,0.66382765,-4.14715864,-3.54638129
-0.06067675,0.7068885,-5.11831868,-0.161191,1.08382765,-4.26715864,-6.48638129
-0.00067675,0.6768885,-4.96831868,-0.051191,0.95382765,-3.59715864,-4.23638129
-0.11067675,0.9968885,-5.17831868,-0.041191,1.35382765,-2.92715864,0.32361871
-0.01067675,0.5768885,-5.10831868,-0.051191,0.84382765,-4.14715864,-5.42638129
-0.02067675,0.3168885,-3.89831868,-0.001191,0.48382765,-5.67715864,-17.9863813
-0.00067675,1.2968885,-3.54831868,0.048809,1.68382765,-6.03715864,-21.4263813
-0.03067675,1.3868885,-4.17831868,-0.121191,1.81382765,-4.93715864,-13.7963813
0.03932325,1.4268885,-4.76831868,-0.261191,1.85382765,-4.38715864,-9.17638129
0.04932325,1.4568885,-6.62831868,-0.011191,1.85382765,-2.55715864,4.20361871
0.02932325,1.3068885,-7.81831868,0.118809,1.63382765,-1.39715864,14.2636187
-0.02067675,1.0468885,-6.94831868,0.008809,1.38382765,-3.04715864,3.32361871
-0.00067675,2.0268885,-7.31831868,0.068809,2.54382765,-3.10715864,2.51361871
-0.02067675,0.1168885,-6.02831868,-0.081191,0.24382765,-5.30715864,-9.67638129
-0.05067675,-0.1231115,-5.66831868,-0.071191,0.03382765,-6.28715864,-14.6763813
0.03932325,0.1268885,-8.27831868,0.078809,0.37382765,-4.32715864,2.88361871
-0.00067675,-0.6531115,-6.72831868,0.178809,-0.63617235,-7.74715864,-15.1763813
-0.13067675,-0.0031115,-5.69831868,0.248809,0.16382765,-6.70715864,-14.6763813
0.04932325,1.0768885,-7.64831868,0.628809,1.42382765,-4.69715864,-0.92638129
-0.08067675,-1.2531115,-6.43831868,0.408809,-1.36617235,-4.32715864,-1.35638129
-0.06067675,0.1268885,-6.04831868,-0.061191,0.34382765,-3.41715864,1.01361871
-0.00067675,0.0168885,-7.80831868,-0.051191,0.17382765,-2.80715864,6.76361871
-0.03067675,0.7868885,-9.29831868,0.228809,0.98382765,-1.64715864,14.9536187
-0.02067675,0.5268885,-9.13831868,0.408809,0.68382765,-2.92715864,10.2636187
0.03932325,-0.6531115,-8.67831868,0.638809,-0.72617235,-6.40715864,-7.11638129
-0.00067675,-1.9131115,-8.24831868,0.678809,-2.19617235,-5.36715864,-1.73638129
-0.01067675,-0.5431115,-6.10831868,0.358809,-0.38617235,-2.68715864,4.38361871
0.00932325,0.4568885,-7.56831868,0.708809,0.64382765,-3.04715864,5.20361871
-0.02067675,-0.9831115,-7.63831868,1.118809,-1.10617235,-4.75715864,-2.42638129
0.20932325,-2.3331115,-4.02831868,0.418809,-2.72617235,-2.74715864,-2.73638129
-0.01067675,1.7068885,-6.42831868,0.068809,2.20382765,-2.19715864,6.88361871
-0.01067675,1.4168885,-8.70831868,0.158809,1.73382765,0.06284136,22.7636187
-0.02067675,0.4468885,-8.99831868,0.278809,0.47382765,-0.30715864,20.3236187
-0.01067675,-0.7931115,-7.80831868,0.178809,-0.95617235,-2.80715864,5.51361871
0.14932325,-2.1631115,-4.98831868,-0.071191,-2.62617235,-5.61715864,-12.9263813
0.21932325,-3.1831115,-5.46831868,-0.081191,-3.86617235,-6.76715864,-16.2363813
-0.00067675,-2.8531115,-5.60831868,0.018809,-3.39617235,-5.85715864,-11.5463813
-0.00067675,-2.5131115,-5.25831868,0.478809,-2.97617235,-4.69715864,-7.98638129
0.02932325,-1.3531115,-4.39831868,0.738809,-1.61617235,0.24284136,13.9536187
-0.00067675,2.2068885,-3.47831868,0.158809,2.86382765,1.40284136,17.8236187
-0.03067675,0.5168885,-3.15831868,-0.101191,0.85382765,-1.88715864,-0.11638129
0.01932325,0.0168885,-4.13831868,0.058809,0.13382765,-4.38715864,-10.2363813
0.09932325,1.4868885,-5.12831868,0.228809,1.85382765,-4.38715864,-7.11638129
0.07932325,-0.3131115,-2.52831868,-0.011191,-0.19617235,-2.55715864,-7.11638129
-0.00067675,0.0268885,-3.75831868,-0.101191,0.12382765,-3.16715864,-6.67638129
-0.04067675,0.4268885,-7.81831868,0.148809,0.72382765,-5.18715864,-1.67638129
